DIA_TRANSPORTE,"NOMBRE_EMPRESA","LINEA","AMBA","TIPO_TRANSPORTE","JURISDICCION","PROVINCIA","MUNICIPIO",CANTIDAD,"DATO_PRELIMINAR"
2026-01-14,"EVHSA SOCIEDAD ANONIMA","LINEA 522","NO","COLECTIVO","MUNICIPAL","BUENOS AIRES","SAN PEDRO",184,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 522","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4192,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 523","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3785,"NO"
2026-01-14,"EVHSA SOCIEDAD ANONIMA","LINEA 524","NO","COLECTIVO","MUNICIPAL","BUENOS AIRES","SAN PEDRO",49,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 524","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",348,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 525","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",416,"NO"
2026-01-14,"MICRO OMNIBUS ESTE S.A","LINEA 526","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LANUS",11443,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 53","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2229,"NO"
2026-01-14,"COOPERATIVA DE TRABAJO DE TRANSPORTE SAN FERNANDO LTDA","LINEA 53","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",134,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 530","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3235,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 531","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",333,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 532","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4110,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 533","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3984,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 534","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",521,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 54","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2137,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 540","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",760,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 541","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",14,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 541","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",752,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 542","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",520,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 542","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",845,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 543","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",175,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 543","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",927,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 544","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",922,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 544","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",5710,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 546","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1174,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 547","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",441,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 548","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",280,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 548","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",877,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 549","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",896,"NO"
2026-01-14,"COOPERATIVA DE TRABAJO DE TRANSPORTE SAN FERNANDO LTDA","LINEA 55","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",52,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 550","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",2006,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 551","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",225,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 552","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",302,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 553","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",511,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 554","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4768,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 555","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",119,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 556","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1232,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 558","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",223,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 559","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",214,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 560","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1104,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 561","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",383,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 562","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",826,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 563","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",839,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 564","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",116,"NO"
2026-01-14,"TRANPORTE DE PASAJEROS GENERAL ROCA S.R.L","LINEA 570","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",597,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 571","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",14,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 572","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",5,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 573","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",121,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 574","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",446,"NO"
2026-01-14,"ANTONIO BUTTINI E HIJOS S R L","LINEA 575","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",959,"NO"
2026-01-14,"TURISMO PALMARES S.R.L.","LINEA 6","NO","COLECTIVO","MUNICIPAL","ENTRE RÍOS","CONCORDIA",664,"NO"
2026-01-14,"ENTE MUNICIPAL DE SERVICIOS URBANOS","LINEA 6","NO","COLECTIVO","MUNICIPAL","LA PAMPA","SANTA ROSA",148,"NO"
2026-01-14,"TRANSPORTE J.M.F S.R.L.","LINEA 6","NO","COLECTIVO","MUNICIPAL","SANTIAGO DEL ESTERO","LA BANDA",1918,"NO"
2026-01-14,"EMPRESA CERRO POZO S.R.L.","LINEA 6","NO","COLECTIVO","MUNICIPAL","TUCUMAN","SAN MIGUEL DE TUCUMAN",2089,"NO"
2026-01-14,"ILLAGES S.R.L.","LINEA 6","NO","COLECTIVO","MUNICIPAL","TUCUMAN","SAN MIGUEL DE TUCUMAN",1398,"NO"
2026-01-14,"PUESTO NUEVO S.R.L.","LINEA 6","NO","COLECTIVO","MUNICIPAL","TUCUMAN","SAN MIGUEL DE TUCUMAN",652,"NO"
2026-01-14,"ERSA URBANO SA","LINEA 6","NO","COLECTIVO","PROVINCIAL","ENTRE RÍOS","SN",1188,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 60","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",8778,"NO"
2026-01-14,"LOPEZ RAMON PLACIDO","LINEA 60","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",11,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 600","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",8910,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 601","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",994,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 601","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3105,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 602","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",779,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 604","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1399,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 605","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3204,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 607","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",5424,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 608","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1353,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 609","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1266,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 61","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2351,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 610","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4343,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 611","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4477,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 612","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",162,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 62","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",5541,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 620","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1210,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 625","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",2896,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 63","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",3545,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 630","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",5926,"NO"
2026-01-14,"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS","LINEA 630","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LA MATANZA",18717,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 64","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2624,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 640","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1968,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 645","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1575,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 65","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",6249,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 650","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1817,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 651","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1081,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 653","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1152,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 66","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",4880,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 660","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1246,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 665","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",766,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 67","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",1743,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 670","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3780,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 675","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",493,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 676","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",196,"NO"
2026-01-14,"CONIFERAL S.A.","LINEA 68","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2119,"NO"
2026-01-14,"TRANSPORTES EL PLUMERILLO S A","LINEA 680","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",100,"NO"
2026-01-14,"COOPERATIVA DE TRABAJO NUEVO EXPRESO LIMITADA","LINEA 7","NO","COLECTIVO","MUNICIPAL","ENTRE RÍOS","CONCORDIA",5093,"NO"
2026-01-14,"ENTE MUNICIPAL DE SERVICIOS URBANOS","LINEA 7","NO","COLECTIVO","MUNICIPAL","LA PAMPA","SANTA ROSA",681,"NO"
2026-01-14,"EL CEIBO SRL","LINEA 7","NO","COLECTIVO","MUNICIPAL","TUCUMAN","SAN MIGUEL DE TUCUMAN",3809,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 70","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",8392,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 700","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",12248,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 702","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",29,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 704","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",3949,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 705","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1098,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 707","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",778,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 708","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",865,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 709","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",86,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 71","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",3009,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 710","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1451,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 711","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1561,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 714","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",939,"NO"
2026-01-14,"EMPRESA DE TRANSPORTE PERALTA RAMOS SACI","LINEA 717","NO","COLECTIVO","MUNICIPAL","BUENOS AIRES","GENERAL PUEYRREDON",4772,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 72","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",3547,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 720","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",7966,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 721","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",787,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 722","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",2629,"NO"
2026-01-14,"UTENOR SA L 722","LINEA 722","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","TIGRE",4174,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 723","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",759,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 724","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",522,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 729","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",75,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 73","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",1854,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 730","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1202,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 731","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",159,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 732","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4999,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 733","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4326,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 734","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",686,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 74","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",2501,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 740","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",970,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 749","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",25,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 75","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",3700,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 750","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1261,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 751","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",441,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 752","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",639,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 753","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",548,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 754","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",672,"NO"
2026-01-14,"EMPRESA EL QUEBRACHAL S.R.L","LINEA 76","NO","COLECTIVO","MUNICIPAL","CORDOBA","CORDOBA",156,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 760","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",2978,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 761","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",4048,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 762","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",149,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 763","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",758,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 764","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",1091,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 765","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",546,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 766","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",345,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 767","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",134,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 770","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",972,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 771","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",832,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 772","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",823,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 773","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",341,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 774","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",63,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 775","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",147,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 779","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",630,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 780","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",105,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 781","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",101,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 782","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",61,"NO"
2026-01-14,"AUTOTRANSPORTES EL TRAPICHE SRL Y TRANSPORTE GENERAL BARTOLOME MITRE SRL UNION TRANSITORIA","LINEA 783","NO","COLECTIVO","PROVINCIAL","MENDOZA","SN",85,"NO"
