DIA_TRANSPORTE,"NOMBRE_EMPRESA","LINEA","AMBA","TIPO_TRANSPORTE","JURISDICCION","PROVINCIA","MUNICIPIO",CANTIDAD,"DATO_PRELIMINAR"
2026-01-25,"EMPRESA DE TRANSPORTE DEL SUR SRL","BSAS_LINEA_200","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",319,"NO"
2026-01-25,"TRANSPORTE LA UNION SA","BSAS_LINEA_202","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9037,"NO"
2026-01-25,"AZUL S.A. DE TRANSPORTE AUTOMOTOR","BSAS_LINEA_203","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",48851,"NO"
2026-01-25,"MICRO OMNIBUS TIGRE S.A.","BSAS_LINEA_204","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1635,"NO"
2026-01-25,"LINEA SESENTA SA","BSAS_LINEA_204A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1475,"NO"
2026-01-25,"UNION PLATENSE SRL","BSAS_LINEA_214","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3328,"NO"
2026-01-25,"EMPRESA NUEVE DE JULIO S.A.T.","BSAS_LINEA_215","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1919,"NO"
2026-01-25,"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I","BSAS_LINEA_218","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9743,"NO"
2026-01-25,"MICRO OMNIBUS QUILMES S.A.C.I. Y F.","BSAS_LINEA_219","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4200,"NO"
2026-01-25,"EXPRESO ESTEBAN ECHEVERRIA S.R.L.","BSAS_LINEA_222","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2298,"NO"
2026-01-25,"EMPRESA NUEVE DE JULIO S.A.T.","BSAS_LINEA_225","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",418,"NO"
2026-01-25,"LA NUEVA METROPOL S.A.","BSAS_LINEA_228A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",92,"NO"
2026-01-25,"MICRO OMNIBUS TIGRE S.A.","BSAS_LINEA_228C","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1116,"NO"
2026-01-25,"MICRO OMNIBUS TIGRE S.A.","BSAS_LINEA_228E","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",893,"NO"
2026-01-25,"LA CENTRAL DE ESCOBAR SA","BSAS_LINEA_228F","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3999,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_236","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",21859,"NO"
2026-01-25,"COMPAÑIA ISLEÑA S.R.L.","BSAS_LINEA_237A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6718,"NO"
2026-01-25,"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.","BSAS_LINEA_238","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6335,"NO"
2026-01-25,"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","BSAS_LINEA_239A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6405,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_239B","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1558,"NO"
2026-01-25,"LA CABAÑA S.A.","BSAS_LINEA_242","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",16385,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_244","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2810,"NO"
2026-01-25,"EMPRESA MONTE GRANDE S.A. LINEA 501","BSAS_LINEA_245","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1276,"NO"
2026-01-25,"EXPRESO NUEVE DE JULIO S.A.","BSAS_LINEA_247","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",12334,"NO"
2026-01-25,"TRANSPORTE JOSE HERNANDEZ S.A.C.I.","BSAS_LINEA_252","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3194,"NO"
2026-01-25,"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.","BSAS_LINEA_253","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",226,"NO"
2026-01-25,"TRANSPORTE 11 DE JUNIO S.R.L.","BSAS_LINEA_256","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",240,"NO"
2026-01-25,"EXPRESO VILLA NUEVA S.A.","BSAS_LINEA_257","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6622,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_263B","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5084,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_263B","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4052,"NO"
2026-01-25,"EMPRESA CIUDAD DE SAN FERNANDO SA","BSAS_LINEA_264","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2974,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_266","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",14455,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_269","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",12035,"NO"
2026-01-25,"GENERAL TOMAS GUIDO S.A.C.I.F.","BSAS_LINEA_271","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9896,"NO"
2026-01-25,"UNION PLATENSE SRL","BSAS_LINEA_273","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7738,"NO"
2026-01-25,"FUERTE BARRAGAN S.A.T.I.C.I.","BSAS_LINEA_275","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",11639,"NO"
2026-01-25,"COMPAÑIA ISLEÑA S.R.L.","BSAS_LINEA_276","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",10314,"NO"
2026-01-25,"CIA LA PAZ AMADOR MOURE SACIFIYA","BSAS_LINEA_277","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1737,"NO"
2026-01-25,"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","BSAS_LINEA_278","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",15248,"NO"
2026-01-25,"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","BSAS_LINEA_281","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6084,"NO"
2026-01-25,"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL","BSAS_LINEA_283","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9644,"NO"
2026-01-25,"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I","BSAS_LINEA_284","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1360,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_288","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4439,"NO"
2026-01-25,"COMPAÑIA NOROESTE S.A.T.","BSAS_LINEA_289","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2886,"NO"
2026-01-25,"LA CENTRAL DE ESCOBAR SA","BSAS_LINEA_291","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",8200,"NO"
2026-01-25,"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","BSAS_LINEA_293A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4220,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_293B","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6935,"NO"
2026-01-25,"MICRO OMNIBUS O´HIGGINS S.A.T.","BSAS_LINEA_295","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5013,"NO"
2026-01-25,"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.","BSAS_LINEA_297","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6948,"NO"
2026-01-25,"LA CABAÑA S.A.","BSAS_LINEA_298","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7592,"NO"
2026-01-25,"GENERAL TOMAS GUIDO S.A.C.I.F.","BSAS_LINEA_299","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5001,"NO"
2026-01-25,"MICRO OMNIBUS QUILMES S.A.C.I. Y F.","BSAS_LINEA_300","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2442,"NO"
2026-01-25,"COMPAÑIA NOROESTE S.A.T.","BSAS_LINEA_304","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7303,"NO"
2026-01-25,"EXPRESO ESTEBAN ECHEVERRIA S.R.L.","BSAS_LINEA_306","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",15557,"NO"
2026-01-25,"EMPRESA LINEA SIETE SAT","BSAS_LINEA_307","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7155,"NO"
2026-01-25,"ROCARAZA S.A.","BSAS_LINEA_31","SI","COLECTIVO","NACIONAL","JN","SD",14663,"NO"
2026-01-25,"COMPAÑIA ISLEÑA S.R.L.","BSAS_LINEA_310","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",908,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_311","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6732,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_312","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4608,"NO"
2026-01-25,"RUTA BUS S.A.","BSAS_LINEA_313","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",941,"NO"
2026-01-25,"LA PRIMERA DE MARTINEZ S.A","BSAS_LINEA_314","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9743,"NO"
2026-01-25,"LA PRIMERA DE GRAND BOURG S.A.","BSAS_LINEA_315","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9660,"NO"
2026-01-25,"LA CABAÑA S.A.","BSAS_LINEA_317","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5205,"NO"
2026-01-25,"MICRO OMNIBUS MITRE S.A.","BSAS_LINEA_318","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",12624,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_320","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1045,"NO"
2026-01-25,"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I.","BSAS_LINEA_321","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2911,"NO"
2026-01-25,"LIBERTADOR SAN MARTIN SAT","BSAS_LINEA_322","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4401,"NO"
2026-01-25,"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278","BSAS_LINEA_323","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5602,"NO"
2026-01-25,"MICRO OMNIBUS PRIMERA JUNTA S.A","BSAS_LINEA_324","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",26814,"NO"
2026-01-25,"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I","BSAS_LINEA_325","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1473,"NO"
2026-01-25,"LIBERTADOR SAN MARTIN SAT","BSAS_LINEA_327","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6567,"NO"
2026-01-25,"TRANSPORTES VILLA BOSCH SAC el","BSAS_LINEA_328","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6454,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_329","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3808,"NO"
2026-01-25,"MICRO OMNIBUS GENERAL SAN MARTIN SAC","BSAS_LINEA_333A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1294,"NO"
2026-01-25,"LIBERTADOR SAN MARTIN SAT","BSAS_LINEA_336","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1067,"NO"
2026-01-25,"TRANSPORTE AUTOMOTORES LA PLATA SA","BSAS_LINEA_338","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",21880,"NO"
2026-01-25,"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","BSAS_LINEA_341","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5791,"NO"
2026-01-25,"COMPAÑIA NOROESTE S.A.T.","BSAS_LINEA_343","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9735,"NO"
2026-01-25,"RUTA BUS S.A.","BSAS_LINEA_350","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6837,"NO"
2026-01-25,"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.","BSAS_LINEA_354","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9242,"NO"
2026-01-25,"RUTA BUS S.A.","BSAS_LINEA_355","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1144,"NO"
2026-01-25,"LA NUEVA METROPOL S.A.","BSAS_LINEA_365","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",33690,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_370","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2713,"NO"
2026-01-25,"EMPRESA CIUDAD DE SAN FERNANDO SA","BSAS_LINEA_371","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9025,"NO"
2026-01-25,"MICRO OMNIBUS QUILMES S.A.C.I. Y F.","BSAS_LINEA_372","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1436,"NO"
2026-01-25,"GENERAL TOMAS GUIDO S.A.C.I.F.","BSAS_LINEA_373","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",4135,"NO"
2026-01-25,"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I","BSAS_LINEA_378","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6547,"NO"
2026-01-25,"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","BSAS_LINEA_379","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3544,"NO"
2026-01-25,"NUEVO IDEAL S.A.","BSAS_LINEA_382","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5126,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_383","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5765,"NO"
2026-01-25,"GENERAL TOMAS GUIDO S.A.C.I.F.","BSAS_LINEA_384","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2095,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_385","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3972,"NO"
2026-01-25,"COMPAÑIA  DE TRANSPORTE VECINAL S.A.","BSAS_LINEA_386","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",219,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_388","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2012,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_390","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2452,"NO"
2026-01-25,"EXPRESO PARQUE EL LUCERO S.A. DE TRANSPORTES","BSAS_LINEA_391","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7722,"NO"
2026-01-25,"LIBERTADOR SAN MARTIN SAT","BSAS_LINEA_392","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",963,"NO"
2026-01-25,"EMPRESA MONTE GRANDE S.A. LINEA 501","BSAS_LINEA_394","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5686,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_395","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2290,"NO"
2026-01-25,"EMPRESA DE TRANSPORTE DEL SUR SRL","BSAS_LINEA_404","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",8365,"NO"
2026-01-25,"MICRO OMNIBUS AVENIDA S.A.","BSAS_LINEA_405","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",5355,"NO"
2026-01-25,"TRANSPORTE AUTOMOTORES LA PLATA SA","BSAS_LINEA_406","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",7611,"NO"
2026-01-25,"MICRO OMNIBUS GENERAL SAN MARTIN SAC","BSAS_LINEA_407","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2449,"NO"
2026-01-25,"EMPRESA NUEVE DE JULIO S.A.T.","BSAS_LINEA_414","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",622,"NO"
2026-01-25,"UNION PLATENSE SRL","BSAS_LINEA_418","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",193,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_422","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",9384,"NO"
2026-01-25,"LINEA SESENTA SA","BSAS_LINEA_430","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",92,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_435","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1708,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_436","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2639,"NO"
2026-01-25,"MICRO OMNIBUS GENERAL SAN MARTIN SAC","BSAS_LINEA_437","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",979,"NO"
2026-01-25,"LA PRIMERA DE GRAND BOURG S.A.","BSAS_LINEA_440","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",25197,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_441","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2530,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_443","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",218,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_443A","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1281,"NO"
2026-01-25,"EMPRESA CIUDAD DE SAN FERNANDO SA","BSAS_LINEA_445","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1002,"NO"
2026-01-25,"EXPRESO GENERAL SARMIENTO S.A.","BSAS_LINEA_448","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",6043,"NO"
2026-01-25,"EMPRESA DE TRANSPORTES EL LITORAL S.A.","BSAS_LINEA_449","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2324,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_461","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",1895,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_462","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",756,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_463","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",3984,"NO"
2026-01-25,"EMPRESA DEL OESTE SAT","BSAS_LINEA_464","SI","COLECTIVO","PROVINCIAL","BUENOS AIRES","SN",2642,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_500","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","GENERAL RODRIGUEZ",6424,"NO"
2026-01-25,"EMPRESA DE TRANSPORTES SANTA RITA  SRL","BSAS_LINEA_500B","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","BRANDSEN",165,"NO"
2026-01-25,"TRANSPORTE 11 DE JUNIO S.R.L.","BSAS_LINEA_500C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LUJAN",151,"NO"
2026-01-25,"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.","BSAS_LINEA_500D","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","MERLO",12016,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_500H","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",1523,"NO"
2026-01-25,"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.","BSAS_LINEA_501B","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",3338,"NO"
2026-01-25,"EMPRESA MONTE GRANDE S.A. LINEA 501","BSAS_LINEA_501C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","ESTEBAN ECHEVERRIA",22624,"NO"
2026-01-25,"EXPRESO EMPALME LOBOS S.R.L.","BSAS_LINEA_501D","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LOBOS",768,"NO"
2026-01-25,"MICRO OMNIBUS PRIMERA JUNTA S.A","BSAS_LINEA_501E","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",719,"NO"
2026-01-25,"TRANSPORTE 11 DE JUNIO S.R.L.","BSAS_LINEA_501F","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LUJAN",732,"NO"
2026-01-25,"TRANSPORTES LA PERLITA S.A. ","BSAS_LINEA_501G","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","MORENO",50192,"NO"
2026-01-25,"RUTA BUS S.A.","BSAS_LINEA_501H","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","EXALTACION DE LA CRUZ",341,"NO"
2026-01-25,"LA PRIMERA DE MALVINAS ARGENTINAS UTE","BSAS_LINEA_501I","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","MALVINAS ARGENTINAS",2190,"NO"
2026-01-25,"LINEA EXPRESO LINIERS S.A.I.Y C.","BSAS_LINEA_502","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","CAÑUELAS",121,"NO"
2026-01-25,"UNION PLATENSE SRL","BSAS_LINEA_502_SUR","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LA PLATA",1018,"NO"
2026-01-25,"TRANSPORTE 11 DE JUNIO S.R.L.","BSAS_LINEA_502B","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LUJAN",460,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_503","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",2377,"NO"
2026-01-25,"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L.","BSAS_LINEA_503","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",908,"NO"
2026-01-25,"MICROEXPRES S.A.","BSAS_LINEA_503_ESTE","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LA PLATA",1481,"NO"
2026-01-25,"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T.","BSAS_LINEA_503A","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","MERLO",6674,"NO"
2026-01-25,"SAN VICENTE S.A. DE TRANSPORTES","BSAS_LINEA_503C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","SAN VICENTE",1363,"NO"
2026-01-25,"EXPRESO LA PLATA BUENOS AIRES S.A.","BSAS_LINEA_503E","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LA PLATA",6419,"NO"
2026-01-25,"TRANSPORTE 11 DE JUNIO S.R.L.","BSAS_LINEA_503E","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LUJAN",543,"NO"
2026-01-25,"EMPRESA LINEA 216 S.A.T.","BSAS_LINEA_504A","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","MERLO",14642,"NO"
2026-01-25,"MICRO OMNIBUS PRIMERA JUNTA S.A","BSAS_LINEA_504C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",1607,"NO"
2026-01-25,"COMPAÑIA MICROOMNIBUS LA COLORADA SACI","BSAS_LINEA_505D","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",4506,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_506","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",1641,"NO"
2026-01-25,"EMPRESA MONTERREY S.R.L.","BSAS_LINEA_506A","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",1966,"NO"
2026-01-25,"MICRO OMNIBUS TIGRE S.A.","BSAS_LINEA_506B","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","ESCOBAR",372,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_507","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",853,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_508","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",1449,"NO"
2026-01-25,"MICRO OMNIBUS TIGRE S.A.","BSAS_LINEA_508A","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","ESCOBAR",1182,"NO"
2026-01-25,"EMPRESA NUEVE DE JULIO S.A.T.","BSAS_LINEA_508C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","LA PLATA",163,"NO"
2026-01-25,"LA PRIMERA DE LA ESCONDIDA SRL","BSAS_LINEA_509","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",1403,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_509C","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",1227,"NO"
2026-01-25,"LINEA SESENTA SA","BSAS_LINEA_509D","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","ESCOBAR",298,"NO"
2026-01-25,"EXPRESO VILLA GALICIA  SAN JOSE S.A.","BSAS_LINEA_510A","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","ALMIRANTE BROWN",929,"NO"
2026-01-25,"PILARBUS SA","BSAS_LINEA_510B","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",4300,"NO"
2026-01-25,"TRANSPORTES SAN JUAN BAUTISTA S.A.","BSAS_LINEA_511","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","FLORENCIO VARELA",215,"NO"
2026-01-25,"RUTA BUS S.A.","BSAS_LINEA_511","SI","COLECTIVO","MUNICIPAL","BUENOS AIRES","PILAR",3165,"NO"
